JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Elm Avenue/Rabbit Road,21/06/2024,08:42:17,N,E,Light Rain,30,25,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,08:24:29,W,W,Light Rain,30,25,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,08:43:51,S,S,Light Rain,30,30,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,08:00:19,E,E,Light Rain,30,9,Van,False
Elm Avenue/Rabbit Road,21/06/2024,08:53:02,W,W,Light Rain,30,1,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,08:03:50,N,N,Light Rain,30,3,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,08:20:16,S,W,Light Rain,30,25,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,08:29:06,W,W,Light Rain,30,25,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,08:58:30,S,W,Light Rain,30,18,Car,False
Elm Avenue/Rabbit Road,21/06/2024,08:05:54,E,S,Light Rain,30,24,Van,True
Elm Avenue/Rabbit Road,21/06/2024,08:36:54,S,S,Light Rain,30,5,Car,False
Elm Avenue/Rabbit Road,21/06/2024,08:06:32,W,N,Light Rain,30,31,Van,False
Elm Avenue/Rabbit Road,21/06/2024,08:01:27,W,N,Light Rain,30,9,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,08:01:58,S,S,Light Rain,30,29,Van,False
Elm Avenue/Rabbit Road,21/06/2024,08:44:47,W,N,Light Rain,30,22,Car,True
Elm Avenue/Rabbit Road,21/06/2024,08:03:01,N,E,Light Rain,30,18,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,08:02:33,E,S,Light Rain,30,34,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,08:20:00,N,E,Light Rain,30,27,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,08:16:10,W,N,Light Rain,30,34,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,08:45:53,W,N,Light Rain,30,3,Car,False
Elm Avenue/Rabbit Road,21/06/2024,08:23:39,S,E,Light Rain,30,18,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,08:13:28,N,N,Light Rain,30,28,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,08:05:14,W,N,Light Rain,30,19,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,08:05:50,E,N,Light Rain,30,8,Van,False
Elm Avenue/Rabbit Road,21/06/2024,08:17:07,E,E,Light Rain,30,4,Van,True
Elm Avenue/Rabbit Road,21/06/2024,08:50:16,W,W,Light Rain,30,8,Car,False
Elm Avenue/Rabbit Road,21/06/2024,08:40:09,N,E,Light Rain,30,19,Van,True
Elm Avenue/Rabbit Road,21/06/2024,08:10:05,E,E,Light Rain,30,5,Buss,True
Elm Avenue/Rabbit Road,21/06/2024,08:43:11,N,N,Light Rain,30,18,Van,False
Elm Avenue/Rabbit Road,21/06/2024,08:41:21,S,W,Light Rain,30,4,Van,True
Elm Avenue/Rabbit Road,21/06/2024,08:31:56,N,E,Light Rain,30,16,Van,True
Elm Avenue/Rabbit Road,21/06/2024,08:46:01,N,N,Light Rain,30,17,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,08:52:28,N,W,Light Rain,30,29,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,08:37:38,N,W,Light Rain,30,14,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,08:43:42,S,W,Light Rain,30,24,Van,False
Elm Avenue/Rabbit Road,21/06/2024,08:11:43,N,N,Light Rain,30,33,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,08:59:02,S,W,Light Rain,30,7,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,08:53:13,E,N,Light Rain,30,15,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,08:26:55,S,E,Light Rain,30,32,Van,False
Elm Avenue/Rabbit Road,21/06/2024,08:57:16,N,E,Light Rain,30,33,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,08:30:57,N,N,Light Rain,30,1,Car,True
Elm Avenue/Rabbit Road,21/06/2024,08:32:13,W,N,Light Rain,30,21,Van,True
Elm Avenue/Rabbit Road,21/06/2024,08:16:08,W,N,Light Rain,30,32,Car,False
Elm Avenue/Rabbit Road,21/06/2024,08:14:46,N,N,Light Rain,30,27,Car,True
Elm Avenue/Rabbit Road,21/06/2024,08:33:22,S,W,Light Rain,30,13,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,08:42:12,N,N,Light Rain,30,24,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,08:35:11,S,W,Light Rain,30,11,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,08:42:18,E,S,Light Rain,30,13,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,08:15:20,E,S,Light Rain,30,25,Buss,True
Elm Avenue/Rabbit Road,21/06/2024,08:05:24,S,W,Light Rain,30,8,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,08:48:21,W,W,Light Rain,30,31,Van,True
Hanley Highway/Westway,21/06/2024,08:24:27,SW,SE,Light Rain,20,15,Truck,False
Hanley Highway/Westway,21/06/2024,08:51:56,NW,SW,Light Rain,20,2,Van,False
Hanley Highway/Westway,21/06/2024,08:15:25,SW,NW,Light Rain,20,27,Van,False
Hanley Highway/Westway,21/06/2024,08:29:56,SW,SW,Light Rain,20,27,Van,False
Hanley Highway/Westway,21/06/2024,08:34:40,SW,NW,Light Rain,20,24,Van,False
Hanley Highway/Westway,21/06/2024,08:34:29,SW,SW,Light Rain,20,2,Van,False
Hanley Highway/Westway,21/06/2024,08:24:58,SW,SE,Light Rain,20,5,Buss,True
Hanley Highway/Westway,21/06/2024,08:10:37,NW,NW,Light Rain,20,23,Motorcycle,False
Hanley Highway/Westway,21/06/2024,08:43:02,SW,SE,Light Rain,20,4,Buss,False
Hanley Highway/Westway,21/06/2024,08:39:19,SW,SW,Light Rain,20,16,Scooter,True
Hanley Highway/Westway,21/06/2024,08:14:51,SW,NW,Light Rain,20,5,Bicycle,False
Hanley Highway/Westway,21/06/2024,08:17:20,SW,SE,Light Rain,20,6,Buss,False
Hanley Highway/Westway,21/06/2024,08:22:14,SW,NW,Light Rain,20,6,Bicycle,False
Hanley Highway/Westway,21/06/2024,08:16:27,SW,NW,Light Rain,20,3,Motorcycle,False
Hanley Highway/Westway,21/06/2024,08:32:19,SW,SE,Light Rain,20,25,Buss,True
Hanley Highway/Westway,21/06/2024,08:15:38,NE,NE,Light Rain,20,10,Car,False
Hanley Highway/Westway,21/06/2024,08:42:21,SW,SE,Light Rain,20,2,Bicycle,True
Hanley Highway/Westway,21/06/2024,08:03:50,SW,NW,Light Rain,20,8,Van,False
Hanley Highway/Westway,21/06/2024,08:40:14,SW,NW,Light Rain,20,26,Bicycle,False
Hanley Highway/Westway,21/06/2024,08:17:32,SW,SW,Light Rain,20,12,Bicycle,True
Hanley Highway/Westway,21/06/2024,08:54:47,NW,NW,Light Rain,20,7,Car,False
Hanley Highway/Westway,21/06/2024,08:48:39,SW,SE,Light Rain,20,21,Van,False
Hanley Highway/Westway,21/06/2024,08:33:08,SW,SE,Light Rain,20,1,Car,False
Hanley Highway/Westway,21/06/2024,08:54:08,NW,SW,Light Rain,20,5,Van,True
Hanley Highway/Westway,21/06/2024,08:48:51,SW,NW,Light Rain,20,23,Buss,False
Hanley Highway/Westway,21/06/2024,08:37:36,SE,NE,Light Rain,20,25,Scooter,True
Hanley Highway/Westway,21/06/2024,08:55:27,NE,NE,Light Rain,20,9,Van,False
Hanley Highway/Westway,21/06/2024,08:09:22,NW,SE,Light Rain,20,9,Motorcycle,False
Hanley Highway/Westway,21/06/2024,08:38:57,SW,SE,Light Rain,20,3,Motorcycle,False
Hanley Highway/Westway,21/06/2024,08:53:33,SW,SE,Light Rain,20,13,Scooter,True
Hanley Highway/Westway,21/06/2024,08:11:47,SW,SW,Light Rain,20,22,Car,False
Hanley Highway/Westway,21/06/2024,08:55:43,SW,NW,Light Rain,20,2,Buss,False
Hanley Highway/Westway,21/06/2024,08:08:57,SW,NW,Light Rain,20,24,Buss,False
Hanley Highway/Westway,21/06/2024,08:12:41,SW,SE,Light Rain,20,24,Bicycle,True
Hanley Highway/Westway,21/06/2024,08:44:45,NW,NW,Light Rain,20,5,Motorcycle,False
Hanley Highway/Westway,21/06/2024,08:25:54,SE,SW,Light Rain,20,25,Car,False
Hanley Highway/Westway,21/06/2024,08:03:17,NW,SE,Light Rain,20,8,Car,False
Hanley Highway/Westway,21/06/2024,08:34:23,SW,NW,Light Rain,20,18,Car,False
Hanley Highway/Westway,21/06/2024,08:53:00,SW,NW,Light Rain,20,23,Car,False
Hanley Highway/Westway,21/06/2024,08:23:36,SW,SE,Light Rain,20,2,Bicycle,False
Hanley Highway/Westway,21/06/2024,08:51:32,SW,NW,Light Rain,20,15,Truck,False
Hanley Highway/Westway,21/06/2024,08:50:36,SW,NW,Light Rain,20,25,Bicycle,False
Hanley Highway/Westway,21/06/2024,08:24:16,SW,SW,Light Rain,20,4,Car,True
Hanley Highway/Westway,21/06/2024,08:17:12,NW,SW,Light Rain,20,2,Car,True
Hanley Highway/Westway,21/06/2024,08:56:19,SW,SW,Light Rain,20,20,Motorcycle,False
Hanley Highway/Westway,21/06/2024,08:48:15,SW,SE,Light Rain,20,18,Car,False
Hanley Highway/Westway,21/06/2024,08:49:01,SW,SW,Light Rain,20,27,Car,True
Hanley Highway/Westway,21/06/2024,08:02:42,SW,SE,Light Rain,20,11,Car,False
Hanley Highway/Westway,21/06/2024,08:46:32,SW,NW,Light Rain,20,25,Bicycle,True
Hanley Highway/Westway,21/06/2024,08:21:15,SW,SW,Light Rain,20,11,Car,False
Hanley Highway/Westway,21/06/2024,08:19:39,NE,SE,Light Rain,20,25,Bicycle,False
Hanley Highway/Westway,21/06/2024,08:03:01,SE,NE,Light Rain,20,10,Car,False
Hanley Highway/Westway,21/06/2024,08:28:09,SE,SE,Light Rain,20,11,Van,False
Hanley Highway/Westway,21/06/2024,08:09:10,SW,SE,Light Rain,20,18,Van,False
Hanley Highway/Westway,21/06/2024,08:07:01,SW,SW,Light Rain,20,14,Motorcycle,False
Hanley Highway/Westway,21/06/2024,08:06:31,SW,SE,Light Rain,20,4,Car,False
Hanley Highway/Westway,21/06/2024,08:16:01,SW,SW,Light Rain,20,16,Scooter,True
Hanley Highway/Westway,21/06/2024,08:10:39,NW,NW,Light Rain,20,23,Buss,True
Hanley Highway/Westway,21/06/2024,08:21:38,SE,SW,Light Rain,20,7,Van,False
Elm Avenue/Rabbit Road,21/06/2024,09:24:55,S,S,Light Rain,30,29,Van,False
Elm Avenue/Rabbit Road,21/06/2024,09:43:49,S,S,Light Rain,30,5,Van,False
Elm Avenue/Rabbit Road,21/06/2024,09:18:11,N,N,Light Rain,30,9,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,09:03:27,S,W,Light Rain,30,34,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,09:04:30,S,E,Light Rain,30,16,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,09:36:09,W,S,Light Rain,30,29,Car,True
Elm Avenue/Rabbit Road,21/06/2024,09:24:53,E,S,Light Rain,30,25,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,09:56:04,W,N,Light Rain,30,8,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,09:37:34,S,E,Light Rain,30,11,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,09:01:25,E,S,Light Rain,30,13,Van,True
Elm Avenue/Rabbit Road,21/06/2024,09:16:54,S,S,Light Rain,30,15,Car,False
Elm Avenue/Rabbit Road,21/06/2024,09:30:05,W,W,Light Rain,30,11,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,09:31:40,S,W,Light Rain,30,31,Van,False
Elm Avenue/Rabbit Road,21/06/2024,09:20:00,W,W,Light Rain,30,16,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,09:22:55,S,E,Light Rain,30,7,Van,True
Elm Avenue/Rabbit Road,21/06/2024,09:14:38,E,E,Light Rain,30,28,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,09:54:12,E,N,Light Rain,30,5,Car,True
Elm Avenue/Rabbit Road,21/06/2024,09:35:47,W,W,Light Rain,30,8,Van,False
Elm Avenue/Rabbit Road,21/06/2024,09:21:15,S,W,Light Rain,30,27,Car,True
Elm Avenue/Rabbit Road,21/06/2024,09:44:06,E,S,Light Rain,30,19,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,09:13:20,E,E,Light Rain,30,4,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,09:33:42,S,E,Light Rain,30,26,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,09:29:21,E,N,Light Rain,30,20,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,09:12:37,N,W,Light Rain,30,24,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,09:53:01,S,S,Light Rain,30,3,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,09:37:45,E,S,Light Rain,30,34,Van,True
Elm Avenue/Rabbit Road,21/06/2024,09:08:04,S,E,Light Rain,30,31,Car,True
Elm Avenue/Rabbit Road,21/06/2024,09:32:21,W,N,Light Rain,30,17,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,09:56:23,E,S,Light Rain,30,13,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,09:32:57,N,N,Light Rain,30,11,Car,False
Elm Avenue/Rabbit Road,21/06/2024,09:42:07,N,E,Light Rain,30,7,Van,False
Elm Avenue/Rabbit Road,21/06/2024,09:50:43,W,W,Light Rain,30,16,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,09:12:55,W,W,Light Rain,30,31,Van,False
Elm Avenue/Rabbit Road,21/06/2024,09:09:01,N,W,Light Rain,30,34,Van,False
Elm Avenue/Rabbit Road,21/06/2024,09:34:55,S,S,Light Rain,30,3,Van,False
Elm Avenue/Rabbit Road,21/06/2024,09:02:27,S,W,Light Rain,30,23,Motorcycle,True
Elm Avenue/Rabbit Road,21/06/2024,09:53:01,E,N,Light Rain,30,20,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,09:13:35,S,W,Light Rain,30,9,Car,True
Elm Avenue/Rabbit Road,21/06/2024,09:52:42,S,S,Light Rain,30,4,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,09:57:12,S,E,Light Rain,30,25,Van,False
Elm Avenue/Rabbit Road,21/06/2024,09:58:46,N,E,Light Rain,30,24,Van,True
Elm Avenue/Rabbit Road,21/06/2024,09:52:02,N,W,Light Rain,30,24,Motorcycle,True
Elm Avenue/Rabbit Road,21/06/2024,09:25:13,E,N,Light Rain,30,14,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,09:45:18,N,W,Light Rain,30,25,Van,True
Elm Avenue/Rabbit Road,21/06/2024,09:19:11,W,N,Light Rain,30,23,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,09:28:42,S,S,Light Rain,30,17,Van,True
Elm Avenue/Rabbit Road,21/06/2024,09:08:01,E,N,Light Rain,30,24,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,09:48:18,S,E,Light Rain,30,24,Car,True
Elm Avenue/Rabbit Road,21/06/2024,09:10:52,N,E,Light Rain,30,32,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,09:08:42,W,S,Light Rain,30,2,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,09:58:23,E,E,Light Rain,30,4,Car,False
Elm Avenue/Rabbit Road,21/06/2024,09:15:56,N,N,Light Rain,30,12,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,09:49:42,N,E,Light Rain,30,29,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,09:53:17,W,N,Light Rain,30,2,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,09:40:31,S,E,Light Rain,30,6,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,09:31:30,E,E,Light Rain,30,32,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,09:18:26,N,N,Light Rain,30,14,Car,True
Elm Avenue/Rabbit Road,21/06/2024,09:32:43,N,W,Light Rain,30,17,Car,False
Elm Avenue/Rabbit Road,21/06/2024,09:48:38,N,N,Light Rain,30,9,Scooter,True
Hanley Highway/Westway,21/06/2024,09:54:15,NE,SE,Light Rain,20,15,Car,False
Hanley Highway/Westway,21/06/2024,09:21:49,SW,NW,Light Rain,20,6,Motorcycle,False
Hanley Highway/Westway,21/06/2024,09:53:23,SW,SE,Light Rain,20,1,Car,False
Hanley Highway/Westway,21/06/2024,09:57:12,NW,SW,Light Rain,20,26,Scooter,True
Hanley Highway/Westway,21/06/2024,09:25:12,SW,SW,Light Rain,20,14,Car,False
Hanley Highway/Westway,21/06/2024,09:02:48,SW,SE,Light Rain,20,27,Car,True
Hanley Highway/Westway,21/06/2024,09:13:08,SW,SE,Light Rain,20,4,Buss,False
Hanley Highway/Westway,21/06/2024,09:40:03,SW,NW,Light Rain,20,27,Scooter,True
Hanley Highway/Westway,21/06/2024,09:04:42,SW,SE,Light Rain,20,27,Car,False
Hanley Highway/Westway,21/06/2024,09:49:24,SW,SW,Light Rain,20,23,Scooter,True
Hanley Highway/Westway,21/06/2024,09:35:53,NW,NW,Light Rain,20,5,Van,False
Hanley Highway/Westway,21/06/2024,09:39:51,SW,NW,Light Rain,20,8,Scooter,True
Hanley Highway/Westway,21/06/2024,09:09:22,SW,SW,Light Rain,20,12,Scooter,True
Hanley Highway/Westway,21/06/2024,09:00:56,SW,SE,Light Rain,20,1,Scooter,True
Hanley Highway/Westway,21/06/2024,09:20:12,SW,SW,Light Rain,20,5,Car,False
Hanley Highway/Westway,21/06/2024,09:20:05,SW,SW,Light Rain,20,10,Van,False
Hanley Highway/Westway,21/06/2024,09:20:15,SW,SW,Light Rain,20,11,Scooter,True
Hanley Highway/Westway,21/06/2024,09:42:24,SW,SE,Light Rain,20,9,Car,False
Hanley Highway/Westway,21/06/2024,09:28:40,SW,NW,Light Rain,20,21,Scooter,True
Hanley Highway/Westway,21/06/2024,09:57:50,NW,NW,Light Rain,20,20,Car,False
Hanley Highway/Westway,21/06/2024,09:51:00,SW,NW,Light Rain,20,16,Bicycle,False
Hanley Highway/Westway,21/06/2024,09:18:06,SW,SE,Light Rain,20,10,Car,False
Hanley Highway/Westway,21/06/2024,09:03:58,SW,SW,Light Rain,20,15,Scooter,True
Hanley Highway/Westway,21/06/2024,09:28:41,SE,NE,Light Rain,20,3,Motorcycle,False
Hanley Highway/Westway,21/06/2024,09:10:29,SW,SW,Light Rain,20,17,Car,False
Hanley Highway/Westway,21/06/2024,09:44:06,SW,NW,Light Rain,20,14,Car,False
Hanley Highway/Westway,21/06/2024,09:40:57,SW,SW,Light Rain,20,10,Van,False
Hanley Highway/Westway,21/06/2024,09:30:53,SW,NW,Light Rain,20,22,Scooter,True
Hanley Highway/Westway,21/06/2024,09:16:35,SW,SW,Light Rain,20,7,Bicycle,False
Hanley Highway/Westway,21/06/2024,09:48:39,NW,SW,Light Rain,20,26,Scooter,True
Hanley Highway/Westway,21/06/2024,09:57:49,SW,SW,Light Rain,20,19,Van,False
Hanley Highway/Westway,21/06/2024,09:11:38,SW,SW,Light Rain,20,2,Bicycle,True
Hanley Highway/Westway,21/06/2024,09:09:22,SW,SW,Light Rain,20,21,Bicycle,True
Hanley Highway/Westway,21/06/2024,09:18:20,SW,SW,Light Rain,20,2,Truck,False
Hanley Highway/Westway,21/06/2024,09:53:51,SW,SE,Light Rain,20,3,Car,False
Hanley Highway/Westway,21/06/2024,09:41:35,NW,SE,Light Rain,20,20,Car,False
Hanley Highway/Westway,21/06/2024,09:44:03,SE,SE,Light Rain,20,13,Truck,False
Hanley Highway/Westway,21/06/2024,09:21:54,SW,SE,Light Rain,20,26,Truck,False
Hanley Highway/Westway,21/06/2024,09:22:58,SW,SE,Light Rain,20,17,Buss,False
Hanley Highway/Westway,21/06/2024,09:36:48,SW,SW,Light Rain,20,4,Motorcycle,False
Hanley Highway/Westway,21/06/2024,09:00:25,NE,NW,Light Rain,20,23,Van,False
Hanley Highway/Westway,21/06/2024,09:24:23,SW,SE,Light Rain,20,17,Truck,False
Hanley Highway/Westway,21/06/2024,09:20:01,SW,SW,Light Rain,20,10,Truck,False
Hanley Highway/Westway,21/06/2024,09:08:43,SW,SE,Light Rain,20,7,Buss,False
Hanley Highway/Westway,21/06/2024,09:45:08,SW,SW,Light Rain,20,15,Car,True
Hanley Highway/Westway,21/06/2024,09:52:26,SW,NW,Light Rain,20,20,Scooter,True
Hanley Highway/Westway,21/06/2024,09:38:50,SE,NE,Light Rain,20,24,Car,False
Hanley Highway/Westway,21/06/2024,09:13:51,NE,SE,Light Rain,20,20,Buss,False
Hanley Highway/Westway,21/06/2024,09:03:01,SW,SE,Light Rain,20,23,Car,False
Hanley Highway/Westway,21/06/2024,09:30:15,SW,NW,Light Rain,20,9,Scooter,True
Hanley Highway/Westway,21/06/2024,09:08:24,SW,NW,Light Rain,20,2,Van,False
Hanley Highway/Westway,21/06/2024,09:49:29,NW,SW,Light Rain,20,25,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,10:06:36,N,E,Light Rain,30,1,Van,False
Elm Avenue/Rabbit Road,21/06/2024,10:54:00,E,S,Light Rain,30,1,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,10:10:25,W,W,Light Rain,30,7,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,10:24:43,N,N,Light Rain,30,16,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,10:54:33,N,N,Light Rain,30,10,Car,False
Elm Avenue/Rabbit Road,21/06/2024,10:12:59,W,W,Light Rain,30,1,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,10:37:10,N,N,Light Rain,30,12,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,10:54:07,W,W,Light Rain,30,26,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,10:50:17,S,E,Light Rain,30,19,Car,True
Elm Avenue/Rabbit Road,21/06/2024,10:53:56,E,N,Light Rain,30,13,Van,False
Elm Avenue/Rabbit Road,21/06/2024,10:23:01,S,E,Light Rain,30,27,Van,False
Elm Avenue/Rabbit Road,21/06/2024,10:43:29,S,W,Light Rain,30,28,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,10:41:52,S,S,Light Rain,30,10,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,10:12:39,E,N,Light Rain,30,20,Van,False
Elm Avenue/Rabbit Road,21/06/2024,10:28:19,W,S,Light Rain,30,1,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,10:03:41,E,S,Light Rain,30,26,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,10:30:17,N,W,Light Rain,30,9,Van,False
Elm Avenue/Rabbit Road,21/06/2024,10:42:02,E,E,Light Rain,30,28,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,10:36:14,E,S,Light Rain,30,32,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,10:27:28,N,N,Light Rain,30,23,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,10:00:31,S,W,Light Rain,30,15,Van,True
Elm Avenue/Rabbit Road,21/06/2024,10:12:02,N,W,Light Rain,30,25,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,10:04:24,S,E,Light Rain,30,34,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,10:44:11,N,N,Light Rain,30,13,Car,False
Elm Avenue/Rabbit Road,21/06/2024,10:09:59,N,N,Light Rain,30,30,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,10:59:46,W,W,Light Rain,30,25,Buss,False
Hanley Highway/Westway,21/06/2024,10:40:39,NW,NW,Light Rain,20,4,Buss,False
Hanley Highway/Westway,21/06/2024,10:50:34,SW,SW,Light Rain,20,11,Car,True
Hanley Highway/Westway,21/06/2024,10:46:39,SE,SE,Light Rain,20,1,Car,False
Hanley Highway/Westway,21/06/2024,10:05:25,SW,NW,Light Rain,20,3,Scooter,True
Hanley Highway/Westway,21/06/2024,10:44:00,SW,NW,Light Rain,20,14,Bicycle,True
Hanley Highway/Westway,21/06/2024,10:49:22,SW,SW,Light Rain,20,12,Truck,False
Hanley Highway/Westway,21/06/2024,10:36:38,SW,NW,Light Rain,20,2,Truck,False
Hanley Highway/Westway,21/06/2024,10:46:38,SW,SW,Light Rain,20,12,Motorcycle,False
Hanley Highway/Westway,21/06/2024,10:31:33,SW,NW,Light Rain,20,9,Car,False
Hanley Highway/Westway,21/06/2024,10:57:07,NW,NW,Light Rain,20,22,Motorcycle,False
Hanley Highway/Westway,21/06/2024,10:17:24,SE,SW,Light Rain,20,11,Buss,False
Hanley Highway/Westway,21/06/2024,10:40:15,NW,NW,Light Rain,20,23,Van,False
Hanley Highway/Westway,21/06/2024,10:22:13,NE,NE,Light Rain,20,9,Bicycle,False
Hanley Highway/Westway,21/06/2024,10:03:32,NW,SW,Light Rain,20,14,Car,False
Hanley Highway/Westway,21/06/2024,10:05:32,NW,SW,Light Rain,20,18,Buss,False
Hanley Highway/Westway,21/06/2024,10:15:17,SW,NW,Light Rain,20,22,Car,False
Hanley Highway/Westway,21/06/2024,10:00:45,SE,SE,Light Rain,20,3,Van,False
Hanley Highway/Westway,21/06/2024,10:46:06,NW,SE,Light Rain,20,5,Car,False
Hanley Highway/Westway,21/06/2024,10:18:24,SW,SW,Light Rain,20,8,Van,False
Hanley Highway/Westway,21/06/2024,10:49:01,SW,SW,Light Rain,20,12,Car,False
Hanley Highway/Westway,21/06/2024,10:03:35,SW,NW,Light Rain,20,11,Car,False
Hanley Highway/Westway,21/06/2024,10:48:48,SW,NW,Light Rain,20,14,Bicycle,False
Hanley Highway/Westway,21/06/2024,10:32:36,SW,SE,Light Rain,20,2,Scooter,True
Hanley Highway/Westway,21/06/2024,10:39:36,SE,SE,Light Rain,20,25,Truck,False
Hanley Highway/Westway,21/06/2024,10:24:36,SW,SW,Light Rain,20,8,Motorcycle,False
Hanley Highway/Westway,21/06/2024,10:43:14,SE,SE,Light Rain,20,5,Motorcycle,False
Hanley Highway/Westway,21/06/2024,10:52:15,NW,SE,Light Rain,20,16,Motorcycle,False
Hanley Highway/Westway,21/06/2024,10:36:46,NW,SW,Light Rain,20,22,Bicycle,True
Hanley Highway/Westway,21/06/2024,10:57:55,NW,SE,Light Rain,20,6,Car,True
Hanley Highway/Westway,21/06/2024,10:33:37,SW,SE,Light Rain,20,24,Buss,False
Hanley Highway/Westway,21/06/2024,10:43:37,SW,SW,Light Rain,20,12,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,11:00:12,S,E,Overcast,30,15,Van,False
Elm Avenue/Rabbit Road,21/06/2024,11:40:46,W,W,Overcast,30,28,Motorcycle,True
Elm Avenue/Rabbit Road,21/06/2024,11:24:05,S,S,Overcast,30,9,Car,False
Elm Avenue/Rabbit Road,21/06/2024,11:47:33,W,W,Overcast,30,2,Van,True
Elm Avenue/Rabbit Road,21/06/2024,11:27:59,E,E,Overcast,30,28,Car,False
Elm Avenue/Rabbit Road,21/06/2024,11:37:01,S,E,Overcast,30,17,Car,False
Elm Avenue/Rabbit Road,21/06/2024,11:08:22,N,N,Overcast,30,27,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,11:25:17,S,W,Overcast,30,3,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,11:20:23,W,S,Overcast,30,32,Van,False
Elm Avenue/Rabbit Road,21/06/2024,11:39:40,S,S,Overcast,30,22,Truck,False
